ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
603205.SH,健尔康,20251201,28.88,29.08,28.53,28.65,28.48,0.17,17675.59,50879.392,4.2757,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251128,28.48,28.7,28.33,28.48,28.48,0.0,13632.5,38859.668,3.2977,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251127,28.11,28.55,27.94,28.48,28.11,0.37,19044.91,54090.532,4.6069,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251126,27.71,28.15,27.71,28.11,27.81,0.3,14811.07,41483.889,3.5827,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251125,27.3,27.85,27.3,27.81,27.33,0.48,12400.28,34214.965,2.9996,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251124,27.06,27.45,26.36,27.33,26.7,0.63,13062.65,35102.325,3.1598,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251121,27.92,27.94,26.66,26.7,27.86,-1.16,14189.55,38638.505,3.4324,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251120,27.87,28.15,27.7,27.86,27.79,0.07,7193.31,20022.508,1.74,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251119,28.14,28.21,27.74,27.79,28.14,-0.35,11599.66,32339.297,2.8059,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251118,28.28,28.44,28.08,28.14,28.38,-0.24,9956.19,28086.655,2.4084,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251117,28.65,28.76,28.3,28.38,28.67,-0.29,11039.96,31377.947,2.6705,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251114,28.5,29.03,28.48,28.67,28.59,0.08,18203.53,52425.027,4.4034,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251113,28.64,28.64,28.38,28.59,28.55,0.04,11417.0,32544.117,2.7617,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251112,28.71,28.71,28.47,28.55,28.61,-0.06,8589.41,24540.668,2.0777,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251111,28.7,28.7,28.55,28.61,28.58,0.03,8013.77,22927.626,1.9385,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251110,28.5,28.59,28.27,28.58,28.33,0.25,10291.22,29326.822,2.4894,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251107,28.1,28.46,28.09,28.33,28.14,0.19,10506.4,29781.157,2.5415,4134.0,江苏,医疗保健,主板
603205.SH,健尔康,20251106,28.25,28.25,28.07,28.14,28.25,-0.11,7697.97,21677.341,1.9738,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251105,28.22,28.35,28.0,28.25,28.16,0.09,7422.5,20985.86,1.9032,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251104,28.51,28.59,28.09,28.16,28.4,-0.24,11148.8,31546.64,2.8587,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251103,28.33,28.48,28.25,28.4,28.32,0.08,5149.87,14606.379,1.3205,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251031,28.1,28.4,28.1,28.32,28.15,0.17,8033.8,22716.045,2.0599,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251030,28.38,28.4,28.11,28.15,28.3,-0.15,8426.26,23764.17,2.1606,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251029,28.71,28.71,28.28,28.3,28.55,-0.25,9745.96,27651.738,2.499,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251028,28.67,28.75,28.51,28.55,28.66,-0.11,6097.44,17450.667,1.5634,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251027,28.82,28.82,28.56,28.66,28.65,0.01,8076.6,23145.681,2.0709,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251024,28.56,28.75,28.45,28.65,28.56,0.09,10412.61,29817.465,2.6699,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251023,28.54,28.68,28.35,28.56,28.54,0.02,9021.14,25687.767,2.3131,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251022,28.5,28.8,28.33,28.54,28.88,-0.34,14099.13,40280.477,3.6152,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251021,28.05,29.36,27.9,28.88,28.0,0.88,19228.88,54961.944,4.9305,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251020,27.83,28.1,27.83,28.0,27.83,0.17,6196.0,17321.103,1.5887,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251017,28.21,28.46,27.83,27.83,28.24,-0.41,8111.0,22792.762,2.0797,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251016,28.4,28.66,28.21,28.24,28.34,-0.1,8245.37,23421.762,2.1142,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251015,28.25,28.34,28.08,28.34,28.17,0.17,7021.05,19835.743,1.8003,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251014,28.23,28.46,28.08,28.17,28.23,-0.06,9239.82,26115.336,2.3692,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251013,27.98,28.29,27.77,28.23,28.44,-0.21,8328.31,23359.63,2.1355,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251010,28.56,28.69,28.4,28.44,28.57,-0.13,7933.8,22631.663,2.0343,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20251009,28.3,28.84,28.1,28.57,28.18,0.39,12292.09,34908.994,3.1518,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250930,28.21,28.32,28.13,28.18,28.21,-0.03,8205.2,23142.703,2.1039,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250929,28.06,28.29,27.84,28.21,28.3,-0.09,7806.54,21904.978,2.0017,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250926,28.2,28.49,28.05,28.3,28.29,0.01,7792.99,22002.295,1.9982,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250925,28.3,28.55,28.21,28.29,28.42,-0.13,8641.2,24506.136,2.2157,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250924,28.25,28.49,28.08,28.42,28.1,0.32,9661.97,27371.554,2.4774,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250923,28.9,28.92,27.69,28.1,28.93,-0.83,20923.91,58853.74,5.3651,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250922,29.11,29.39,28.84,28.93,29.11,-0.18,9888.06,28759.486,2.5354,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250919,28.9,29.51,28.88,29.11,29.28,-0.17,11452.24,33300.924,2.9365,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250918,29.7,29.8,29.2,29.28,29.71,-0.43,16560.23,48948.61,4.2462,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250917,29.88,29.88,29.68,29.71,29.87,-0.16,11189.26,33268.583,2.869,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250916,29.79,29.93,29.6,29.87,29.71,0.16,12202.36,36279.151,3.1288,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250915,29.8,29.8,29.5,29.71,29.61,0.1,9209.23,27274.688,2.3613,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250912,29.95,29.95,29.59,29.61,29.79,-0.18,11857.75,35216.175,3.0404,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250911,29.69,29.81,29.43,29.79,29.69,0.1,11652.52,34557.791,2.9878,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250910,29.84,29.88,29.5,29.69,29.73,-0.04,10560.51,31351.849,2.7078,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250909,30.0,30.14,29.66,29.73,30.12,-0.39,13926.87,41573.992,3.571,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250908,29.91,30.14,29.66,30.12,29.91,0.21,14113.97,42387.106,3.619,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250905,29.51,29.94,29.48,29.91,29.51,0.4,15283.62,45492.106,3.9189,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250904,29.41,29.69,29.21,29.51,29.41,0.1,18335.67,53990.425,4.7015,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250903,30.45,30.45,29.4,29.41,30.32,-0.91,23813.66,71089.367,6.1061,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250902,30.93,31.0,30.09,30.32,30.98,-0.66,28345.83,86305.765,7.2682,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250901,31.22,31.23,30.66,30.98,31.22,-0.24,25495.21,78702.511,6.5372,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250829,31.58,31.58,30.93,31.22,31.98,-0.76,42586.37,132838.841,10.9196,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250828,31.5,32.15,30.9,31.98,30.93,1.05,67835.02,214109.672,17.3936,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250827,30.7,31.71,30.7,30.93,30.54,0.39,75371.84,235374.228,19.3261,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250826,30.53,30.63,30.36,30.54,30.54,0.0,20888.81,63798.328,5.3561,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250825,30.66,30.71,30.46,30.54,30.61,-0.07,24722.55,75536.716,6.3391,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250822,30.54,30.96,30.43,30.61,30.58,0.03,26402.34,80692.982,6.7698,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250821,30.77,30.78,30.48,30.58,30.63,-0.05,24210.38,74132.814,6.2078,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250820,30.4,30.78,30.28,30.63,30.5,0.13,27017.64,82659.442,6.9276,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250819,30.26,30.57,30.26,30.5,30.42,0.08,26176.89,79740.172,6.712,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250818,30.19,30.44,30.02,30.42,30.1,0.32,34447.94,104216.687,8.8328,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250815,29.81,30.12,29.75,30.1,29.83,0.27,16457.51,49319.63,4.2199,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250814,30.21,30.21,29.7,29.83,30.2,-0.37,25739.84,77150.139,6.6,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250813,30.69,30.69,30.1,30.2,30.55,-0.35,33302.52,100659.017,8.5391,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250812,30.2,31.15,30.09,30.55,30.17,0.38,43204.45,132385.308,11.0781,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250811,30.06,30.25,29.96,30.17,30.05,0.12,17845.44,53761.75,4.5758,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250808,30.23,30.34,29.84,30.05,30.24,-0.19,24247.39,72763.607,6.2173,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250807,30.38,30.77,30.2,30.24,30.33,-0.09,28850.8,87820.641,7.3976,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250806,30.57,30.76,30.28,30.33,30.46,-0.13,31449.59,95804.415,8.064,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250805,30.4,30.65,30.17,30.46,30.4,0.06,24904.19,75586.841,6.3857,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250804,29.9,30.47,29.76,30.4,30.09,0.31,28250.19,85286.336,7.2436,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250801,29.8,30.98,29.62,30.09,29.61,0.48,30181.58,91378.526,7.7389,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250731,29.92,30.11,29.53,29.61,29.94,-0.33,18423.4,55037.706,4.7239,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250730,30.0,30.26,29.73,29.94,30.15,-0.21,21371.72,64140.645,5.4799,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250729,30.53,30.75,30.03,30.15,30.08,0.07,25246.66,76407.742,6.4735,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250728,30.21,30.35,29.99,30.08,30.12,-0.04,16442.09,49510.041,4.2159,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250725,30.06,30.44,29.8,30.12,29.91,0.21,27623.88,83270.148,7.083,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250724,29.6,30.02,29.58,29.91,29.64,0.27,23283.78,69484.327,5.9702,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250723,29.7,29.94,29.55,29.64,29.82,-0.18,18780.84,55934.948,4.8156,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250722,29.98,30.09,29.69,29.82,29.97,-0.15,22388.27,66800.621,5.7406,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250721,29.5,30.33,29.49,29.97,29.49,0.48,36770.9,110307.47,9.4284,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250718,29.43,29.49,29.24,29.49,29.42,0.07,12780.4,37530.245,3.277,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250717,29.32,29.58,29.22,29.42,29.44,-0.02,14699.81,43117.5,3.7692,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250716,29.3,29.55,29.28,29.44,29.28,0.16,11365.78,33462.13,2.9143,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250715,29.62,29.63,29.0,29.28,29.62,-0.34,17961.51,52561.023,4.6055,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250714,29.74,29.74,29.54,29.62,29.74,-0.12,10604.42,31388.052,2.7191,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250711,29.68,29.87,29.48,29.74,29.77,-0.03,15181.89,45030.272,3.8928,3900.0,江苏,医疗保健,主板
603205.SH,健尔康,20250710,29.7,29.93,29.52,29.77,29.68,0.09,15499.21,46014.358,3.9742,3900.0,江苏,医疗保健,主板
